sale_id,product_id,sale_date,quantity_sold,total_revenue
747,2652,17-11-2024,22,20907.92
748,269,05-10-2024,35,89047
749,1607,13-10-2024,54,60935.76
750,4091,04-07-2024,61,11182.52
751,3120,23-11-2024,95,257324.6
752,613,09-10-2024,96,306626.88
753,2849,31-12-2024,39,346934.64
754,2332,08-09-2024,2,6360.02
755,4349,03-06-2024,5,1814.95
756,2696,02-11-2024,84,172669.56
757,1365,05-07-2024,96,61837.44
758,3659,23-08-2024,93,289354.62
759,1156,13-06-2024,11,24958.78
760,1252,12-02-2024,94,643219.44
761,4493,13-01-2025,48,149408.16
762,1136,02-03-2024,51,278947.05
763,3721,28-05-2024,22,33918.06
764,4472,12-07-2024,11,3098.04
765,4579,18-06-2024,58,106732.18
766,4666,30-11-2024,26,87524.84
767,1594,28-01-2024,38,166309.28
768,839,25-10-2024,56,177045.68
769,3056,18-08-2024,73,116377.33
770,1758,23-04-2024,5,1363.25
771,2805,22-03-2024,89,135048.6
772,4666,15-07-2024,59,198614.06
773,3968,01-05-2024,30,136569.3
774,1710,31-12-2024,35,63255.5
775,703,09-03-2024,99,966772.62
776,2405,26-04-2024,84,213175.2
777,1413,31-01-2024,15,40728.3
778,3857,31-07-2024,67,569814.9
779,1886,31-12-2024,38,22497.9
780,2287,05-09-2024,90,520169.4
781,149,02-06-2024,71,192295.69
782,3091,21-03-2024,24,3955.44
783,3024,08-03-2024,70,110462.8
784,3349,09-04-2024,80,203440.8
785,27,22-04-2024,28,216223
786,2172,21-07-2024,58,70184.06
787,2422,03-11-2024,83,164039.54
788,795,07-09-2024,66,328797.48
789,2830,09-04-2024,66,116475.48
790,4800,15-03-2024,10,3956.7
791,3284,09-02-2024,89,113762.47
792,4533,11-08-2024,65,446850.3
793,857,07-11-2024,75,176373
794,3338,18-05-2024,57,99926.13
795,244,27-02-2024,51,175856.67
796,4709,03-07-2024,1,7056.13
797,3301,21-01-2024,23,8271.95
798,33,11-07-2024,80,71297.6
799,4873,20-12-2024,56,107016.56
800,3726,12-05-2024,100,48412
801,3169,25-04-2024,88,295954.56
802,1567,27-06-2024,48,124951.2
803,2362,02-02-2024,86,38620.88
804,1568,12-05-2024,17,16900.21
805,2255,25-06-2024,11,28360.75
806,2833,09-04-2024,85,20979.7
807,4657,19-10-2024,82,777715.06
808,3302,22-01-2024,52,174338.84
809,3170,03-03-2024,38,72758.98
810,2553,15-03-2024,81,271276.29
811,1161,22-01-2024,63,21791.7
812,4854,22-12-2024,15,99388.8
813,4307,04-06-2024,32,162749.12
814,3092,18-10-2024,2,1668.62
815,2253,10-10-2024,54,25037.1
816,3218,27-05-2024,73,299672.3
817,250,15-07-2024,2,1050.42
818,65,29-12-2024,19,33393.45
819,48,06-05-2024,68,30087.28
820,4874,14-05-2024,24,142403.04
821,2345,23-08-2024,77,703696.84
822,2094,19-08-2024,66,14867.82
823,1926,14-10-2024,15,31370.25
824,2451,28-06-2024,92,268028.2
825,2919,10-10-2024,46,11047.36
826,3180,29-02-2024,47,86032.56
827,1425,11-01-2025,59,281720.87
828,770,06-10-2024,66,154030.14
829,3310,12-12-2024,75,329256.75
830,4971,21-07-2024,84,491540.28
831,2271,30-04-2024,97,16763.54
832,1692,23-05-2024,29,57583.27
833,3991,10-06-2024,41,74244.03
834,1523,14-05-2024,57,56790.81
835,2293,12-10-2024,40,4779.2
836,4117,30-01-2024,2,2914.16
837,867,31-08-2024,52,440405.68
838,3253,22-09-2024,55,188817.75
839,4084,27-02-2024,38,226212.86
840,3799,23-01-2024,7,7651.07
841,3259,04-06-2024,66,25839.66
842,424,22-11-2024,56,27357.68
843,3430,15-06-2024,1,1637.83
844,2157,19-06-2024,45,12274.65
845,4627,20-02-2024,35,161080.15
846,4006,10-02-2024,44,135303.96
847,1435,10-08-2024,30,6280.2
848,4859,01-12-2024,36,280282.32
849,942,07-10-2024,14,6929.44
850,2809,07-06-2024,30,57300.3
851,776,29-08-2024,87,208427.64
852,1883,28-12-2024,25,126291.5
853,4675,10-04-2024,43,123264.23
854,1257,13-12-2024,67,12640.89
855,4007,09-12-2024,96,464330.88
856,488,10-02-2024,21,139029.24
857,1396,12-11-2024,48,183111.36
858,3965,29-11-2024,90,715426.2
859,1847,27-03-2024,48,22396.8
860,4370,23-05-2024,12,24191.4
861,1636,06-02-2024,97,158305.94
862,3875,10-08-2024,9,22987.62
863,3726,07-01-2025,75,36309
864,1532,02-04-2024,52,150817.68
865,2863,23-09-2024,42,11725.98
866,3943,04-04-2024,50,10533
867,4469,23-07-2024,11,43368.6
868,2331,29-05-2024,49,468334.65
869,2512,18-07-2024,34,66297.28
870,1305,17-09-2024,31,13480.97
871,2993,11-01-2025,58,135913.14
872,4020,30-07-2024,100,413154
873,2313,04-07-2024,29,45936.29
874,385,05-08-2024,2,207.94
875,2369,28-04-2024,64,163015.04
876,630,05-07-2024,98,55262.2
877,740,14-12-2024,43,80328.3
878,1328,07-06-2024,12,10665.72
879,2840,27-08-2024,9,3703.5
880,24,01-11-2024,93,374381.73
881,707,16-02-2024,51,437831.43
882,952,11-02-2024,65,36856.3
883,1953,25-11-2024,34,14139.24
884,3061,10-05-2024,84,35519.4
885,4275,27-01-2024,5,24243.75
886,3330,25-03-2024,7,60279.1
887,73,17-07-2024,19,13663.85
888,4297,13-04-2024,100,690093
889,2377,02-04-2024,5,30914.4
890,3914,14-08-2024,3,444.66
891,4540,05-05-2024,85,41798.75
892,295,13-05-2024,8,52169.84
893,4051,31-07-2024,32,37974.4
894,3433,24-07-2024,43,243882.24
895,2599,13-04-2024,19,30821.8
896,2516,20-12-2024,9,11946.06
897,723,12-04-2024,1,3085.28
898,3986,09-10-2024,50,275143.5
899,2219,29-05-2024,52,226639.92
900,3771,03-09-2024,31,72178.23
901,578,18-08-2024,44,159055.6
902,194,06-05-2024,88,27071.44
903,3566,03-04-2024,52,259774.84
904,4109,29-02-2024,90,270937.8
905,1084,27-08-2024,87,82792.68
906,738,12-10-2024,16,47501.28
907,2427,13-05-2024,81,580720.59
908,1810,29-02-2024,61,200783.94
909,2419,18-11-2024,73,476263.68
910,1594,25-03-2024,27,118167.12
911,4399,06-09-2024,57,263504.16
912,4584,09-06-2024,58,151389.28
913,4967,04-06-2024,48,7416
914,902,11-11-2024,51,3637.83
915,3365,11-01-2025,44,171385.72
916,887,07-01-2025,87,75701.31
917,604,23-11-2024,42,56660.94
918,1859,22-09-2024,38,2653.92
919,2136,18-08-2024,71,664459.18
920,4748,20-06-2024,47,15609.17
921,3118,27-09-2024,76,121589.36
922,2203,31-12-2024,54,87841.26
923,563,24-11-2024,26,229361.08
924,2432,21-08-2024,85,563435.25
925,4031,12-09-2024,76,272751.08
926,4738,29-04-2024,49,476219.24
927,2988,08-06-2024,42,404192.88
928,3750,02-08-2024,47,23365.11
929,1310,07-10-2024,56,8519.84
930,3677,20-01-2024,56,190697.36
931,1593,31-08-2024,7,2498.86
932,3128,16-03-2024,16,1563.84
933,4782,12-03-2024,16,11825.44
934,1480,09-03-2024,73,195154.55
935,2936,12-02-2024,25,4572
936,4779,02-04-2024,33,12288.87
937,3528,04-01-2025,5,7669.65
938,2869,22-06-2024,83,18113.09
939,3357,08-12-2024,41,58531.19
940,2287,10-03-2024,97,560627.02
941,102,29-10-2024,27,10680.66
942,2198,06-01-2025,22,10480.14
943,4586,28-10-2024,55,4410.45
944,659,30-11-2024,92,77564.28
945,2610,25-12-2024,88,174974.8
946,2690,09-01-2025,97,281978.03
947,3247,08-09-2024,97,298385.58
948,1271,14-07-2024,2,320.86
949,1681,12-01-2025,31,4762.53
950,677,24-12-2024,70,171488.1
951,3700,26-08-2024,7,40253.92
952,4739,01-12-2024,89,658466.5
953,4895,23-08-2024,36,263822.76
954,2675,08-12-2024,42,257071.92
955,1442,15-04-2024,90,402265.8
956,1743,28-12-2024,83,118158.8
957,272,16-05-2024,65,116243.4
958,685,23-10-2024,60,280317
959,2127,18-06-2024,17,7907.55
960,1888,27-04-2024,58,380507.26
961,3406,06-08-2024,17,46515.23
962,4280,06-02-2024,52,197296.32
963,188,22-12-2024,20,27720.4
964,2441,21-11-2024,62,44269.24
965,2209,23-08-2024,48,187705.44
966,2387,22-04-2024,91,56034.16
967,4256,09-01-2025,43,189356.95
968,4077,11-03-2024,51,27159.03
969,406,03-05-2024,3,22412.4
970,2312,08-08-2024,4,8032.64
971,2567,03-12-2024,71,28206.88
972,2376,27-02-2024,64,116923.52
973,3532,18-08-2024,50,2897
974,3196,05-08-2024,84,115655.4
975,229,19-12-2024,98,366236.78
976,1528,17-12-2024,60,383673
977,2903,23-07-2024,84,628200.72
978,379,17-08-2024,4,27779.4
979,4427,14-07-2024,67,228882.05
980,3645,14-07-2024,20,48956.6
981,1926,14-09-2024,98,204952.3
982,243,06-09-2024,45,49956.75
983,185,14-11-2024,53,94321.98
984,2284,07-08-2024,55,127087.4
985,4867,28-03-2024,87,627858.99
986,3094,24-05-2024,91,31239.39
987,1851,17-02-2024,83,564742.79
988,1295,17-05-2024,83,22069.7
989,1540,26-12-2024,21,37696.47
990,1636,07-12-2024,49,79968.98
991,4600,28-04-2024,34,11601.48
992,690,15-05-2024,48,22876.8
993,2511,20-08-2024,30,92270.7
994,2864,17-10-2024,69,551884.08
995,1482,09-09-2024,44,11374
996,3423,10-11-2024,54,24467.4
997,3004,21-07-2024,76,561621
998,4867,01-01-2025,37,267020.49
999,2998,05-03-2024,62,19326.64
1000,2041,21-09-2024,79,73999.3
1001,267,02-12-2024,48,4606.08
1002,2443,28-04-2024,90,40131
1003,725,31-01-2024,71,334999.3
1004,4738,27-12-2024,2,19437.52
1005,4225,25-01-2024,100,389691
1006,3410,14-10-2024,8,23311.52
1007,4442,28-09-2024,90,825125.4
1008,2648,06-07-2024,82,500778.92
1009,654,05-08-2024,68,170002.04
1010,3470,02-05-2024,55,502900.2
1011,4505,20-09-2024,88,13955.04
1012,2914,06-09-2024,3,3095.37
1013,1271,27-03-2024,40,6417.2
1014,543,20-02-2024,70,102182.5
1015,2800,21-06-2024,29,2891.59
1016,3282,10-05-2024,70,465380.3
1017,3704,15-11-2024,70,87550.4
1018,1368,22-05-2024,82,35078.78
1019,831,17-07-2024,34,31029.76
1020,2942,24-12-2024,36,6021.72
1021,2165,23-04-2024,94,261727.02
1022,1602,08-03-2024,71,235339.44
1023,4913,24-08-2024,34,146240.8
1024,3465,11-06-2024,82,599866.08
1025,2128,15-10-2024,28,30216.48
1026,3362,23-07-2024,90,249687.9
1027,4032,28-02-2024,39,76860.81
1028,4702,08-05-2024,77,46656.61
1029,2259,20-12-2024,58,15434.96
1030,1638,23-10-2024,51,148673.67
1031,3178,03-10-2024,48,382047.84
1032,1447,31-05-2024,18,31014.72
1033,2113,23-04-2024,47,374042.92
1034,3667,17-02-2024,80,38208.8
1035,2158,18-02-2024,65,9093.5
1036,1024,08-09-2024,15,70857.3
1037,36,31-03-2024,44,309123.32
1038,4132,12-05-2024,70,325911.6
1039,1142,10-06-2024,74,556499.98
1040,113,27-05-2024,13,15764.58
1041,1829,25-02-2024,70,74546.5
1042,2886,18-01-2024,55,237166.6
1043,4050,06-12-2024,57,187490.1
1044,935,12-02-2024,56,9334.08
1045,3348,23-12-2024,84,103110
1046,3188,03-10-2024,72,82327.68
1047,3837,22-03-2024,33,7836.84
1048,2926,03-07-2024,95,411516.25
1049,4335,22-07-2024,37,82804.52
1050,1491,20-11-2024,44,207617.96
1051,3357,14-04-2024,7,9993.13
1052,1924,20-06-2024,62,144723.5
1053,2801,01-09-2024,81,205011.81
1054,2350,29-11-2024,28,10747.52
1055,4596,27-03-2024,56,12377.68
1056,3702,12-11-2024,34,261750.7
1057,2285,31-07-2024,40,258557.6
1058,2190,30-09-2024,34,171935.62
1059,3442,10-07-2024,49,382681.67
1060,2389,08-05-2024,60,184566
1061,4837,17-08-2024,84,268616.04
1062,2104,08-05-2024,15,17907.3
1063,4695,21-06-2024,51,16524.51
1064,2959,27-09-2024,33,94822.53
1065,839,02-03-2024,45,142268.85
1066,4104,28-08-2024,99,337185.09
1067,2368,11-04-2024,27,105021.36
1068,2402,20-08-2024,78,229625.76
1069,494,10-03-2024,9,70527.87
1070,188,08-11-2024,65,90091.3
1071,3990,02-08-2024,69,17388.69
1072,417,12-01-2025,94,184122.5
1073,2547,18-07-2024,64,504785.92
1074,1831,20-08-2024,26,128442.34
1075,1241,07-02-2024,80,522696
1076,81,23-05-2024,3,13694.58
1077,4829,13-12-2024,35,312177.95
1078,3646,30-08-2024,98,16653.14
1079,2770,06-01-2025,98,44479.26
1080,3917,14-06-2024,37,49431.26
1081,4390,21-03-2024,84,48181.56
1082,2110,05-02-2024,31,69666.61
1083,4697,06-03-2024,54,113519.88
1084,2574,19-09-2024,58,304501.74
1085,642,19-05-2024,9,23025.24
1086,4445,18-12-2024,39,77246.91
1087,3262,15-02-2024,66,449395.32
1088,255,03-10-2024,67,190361.74
1089,420,01-12-2024,88,203896
1090,2606,23-04-2024,61,194932.82
1091,89,17-12-2024,88,205575.04
1092,2613,06-02-2024,58,16193.6
1093,124,28-04-2024,97,47706.54
1094,392,21-05-2024,36,63914.76
1095,3577,20-11-2024,19,73040.56
1096,3377,27-08-2024,85,80977.8
1097,2689,22-02-2024,28,34041.56
1098,4960,18-09-2024,18,153152.64
1099,4414,25-01-2024,63,105993.09
1100,2078,03-12-2024,69,387239.04
1101,2862,18-01-2024,1,2827.65
1102,4912,05-05-2024,14,75617.5
1103,4285,08-10-2024,45,98541.9
1104,4715,08-11-2024,92,82659.24
1105,3010,25-12-2024,73,26439.14
1106,3688,02-01-2025,47,48898.33
1107,3565,21-04-2024,87,163027.56
1108,3368,11-10-2024,53,197481.71
1109,3487,17-09-2024,40,121097.6
1110,504,16-05-2024,52,7625.8
1111,4763,23-03-2024,36,257210.28
1112,163,14-10-2024,69,251144.82
1113,3246,16-12-2024,13,12261.6
1114,3145,19-10-2024,89,18635.71
1115,3996,14-05-2024,40,76178.4
1116,1829,16-08-2024,77,82001.15
1117,3303,27-12-2024,35,11771.9
1118,4518,16-03-2024,50,14024.5
1119,989,03-05-2024,71,4458.09
1120,934,20-06-2024,41,23639.78
1121,55,19-10-2024,31,150107.27
1122,2523,01-04-2024,29,180951.59
1123,4406,09-09-2024,49,96618.2
1124,1505,01-05-2024,100,275752
1125,4961,17-09-2024,32,142786.56
1126,737,18-07-2024,55,27462.05
1127,3571,24-12-2024,58,109759.78
1128,2150,15-10-2024,18,12750.48
1129,1213,10-01-2025,17,88474.46
1130,4452,17-09-2024,3,7682.13
1131,2088,22-11-2024,47,51209.32
1132,3814,28-04-2024,48,121422.24
1133,3401,15-09-2024,27,84085.83
1134,870,22-07-2024,27,12562.29
1135,2379,31-12-2024,42,67272.24
1136,4055,04-07-2024,78,19024.2
1137,1796,04-07-2024,64,122736
1138,984,31-05-2024,53,57605.7
1139,1346,07-09-2024,83,81478.61
1140,357,22-06-2024,79,280660.93
1141,336,16-07-2024,89,814252.1
1142,2111,06-08-2024,85,326598.05
1143,3238,12-05-2024,48,133252.32
1144,4433,12-09-2024,20,6010.8
1145,2151,11-05-2024,45,14550.75
1146,905,03-11-2024,41,317656.52
1147,4125,03-05-2024,42,7666.68
1148,1497,18-09-2024,45,320758.65
1149,428,25-09-2024,89,230528.69
1150,333,10-11-2024,8,4341.2
1151,3209,15-03-2024,89,100339.49
1152,1177,09-05-2024,48,190692.48
1153,4396,14-10-2024,6,510.12
1154,1090,24-10-2024,22,6216.98
1155,873,14-12-2024,97,79821.3
1156,2396,02-02-2024,25,141764.5
1157,2292,06-10-2024,5,22614.8
1158,4547,20-06-2024,96,50851.2
1159,2933,25-03-2024,7,4533.62
1160,3976,01-07-2024,81,12556.62
1161,4090,19-09-2024,56,154833.84
1162,511,14-11-2024,12,3477.12
1163,4393,25-06-2024,7,12803.21
1164,3595,12-09-2024,41,73797.54
1165,4691,06-09-2024,52,143214.24
1166,3899,03-01-2025,33,39465.36
1167,2051,20-02-2024,78,185856.84
1168,3423,21-11-2024,21,9515.1
1169,4192,26-07-2024,99,34972.74
1170,1518,31-03-2024,76,268650.88
1171,1033,08-10-2024,98,467495.28
1172,4865,22-11-2024,38,196088.74
1173,3560,18-10-2024,28,36375.92
1174,2976,09-06-2024,28,101729.32
1175,19,08-03-2024,28,2252.04
1176,2815,02-02-2024,34,46509.96
1177,4746,05-11-2024,85,140599.35
1178,3274,04-07-2024,14,83420.54
1179,2948,31-05-2024,53,9643.88
1180,786,09-10-2024,11,2975.83
1181,3633,27-03-2024,11,50250.42
1182,4523,28-02-2024,62,64059.02
1183,1393,07-05-2024,40,85858.4
1184,3465,17-02-2024,85,621812.4
1185,812,05-08-2024,92,83723.68
1186,3250,10-02-2024,86,580835.4
1187,4353,07-03-2024,9,41324.76
1188,4178,30-04-2024,95,276472.8
1189,3133,05-06-2024,57,213535.68
1190,1269,03-10-2024,42,40460.28
1191,55,08-06-2024,100,484217
1192,2702,23-09-2024,5,21603.85
1193,4778,04-06-2024,52,83469.88
1194,2138,08-06-2024,33,13935.9
1195,473,23-02-2024,97,176387.71
1196,552,16-09-2024,10,87668.6
1197,1415,28-04-2024,75,275142.75
1198,1111,10-04-2024,44,9918.04
1199,1284,08-01-2025,11,12455.19
1200,1483,03-07-2024,7,9384.69
1201,4676,06-07-2024,15,75181.2
1202,3225,17-02-2024,16,1952.16
1203,177,08-10-2024,22,59052.84
1204,4031,31-12-2024,27,96898.41
1205,771,21-02-2024,22,4037
1206,4382,31-03-2024,61,37706.54
1207,2261,12-07-2024,21,27233.22
1208,4824,20-04-2024,34,86232.16
1209,2083,15-02-2024,69,4245.57
1210,313,04-03-2024,23,5587.39
1211,4301,25-08-2024,21,57945.72
1212,1726,01-07-2024,98,14062.02
1213,4182,25-10-2024,68,82311.28
1214,1680,28-02-2024,66,73661.94
1215,4789,14-05-2024,24,11492.88
1216,4299,03-02-2024,86,196401.64
1217,4006,27-02-2024,34,104553.06
1218,1757,21-08-2024,6,7365.18
1219,2077,18-12-2024,68,462487.04
1220,975,23-12-2024,87,251307.33
1221,3220,12-12-2024,86,199608.58
1222,4739,10-06-2024,57,421714.5
1223,3048,16-04-2024,40,15754.8
1224,2922,13-05-2024,85,107156.95
1225,4323,25-03-2024,57,60208.53
1226,3764,04-01-2025,68,588586.92
1227,3896,12-05-2024,78,53223.3
1228,3337,09-11-2024,21,50426.46
1229,4166,08-08-2024,51,405246
1230,690,16-06-2024,43,20493.8
1231,456,09-07-2024,28,119892.36
1232,2486,23-11-2024,58,17018.36
1233,3607,29-05-2024,27,99774.72
1234,2384,27-06-2024,2,12182.88
1235,1083,28-11-2024,8,78656.08
1236,1744,30-06-2024,35,210158.2
1237,4111,17-08-2024,11,924.44
1238,1295,22-12-2024,72,19144.8
1239,985,11-11-2024,46,176445.42
1240,1749,03-05-2024,6,4498.08
1241,497,16-04-2024,84,14614.32
1242,1280,27-08-2024,66,430839.42
1243,230,17-09-2024,49,125894.23
1244,4981,02-10-2024,98,237023.78
1245,715,19-02-2024,1,596.22
1246,1636,18-11-2024,86,140353.72
1247,254,16-12-2024,79,287879.16
1248,2927,09-12-2024,74,185814.74
1249,4733,29-09-2024,46,15001.98
1250,428,17-02-2024,91,235709.11
1251,801,18-08-2024,50,44568.5
1252,2455,12-01-2025,18,116790.66
1253,2876,21-11-2024,96,35551.68
1254,2880,23-12-2024,99,32295.78
1255,4828,09-07-2024,63,112268.52
1256,2903,16-04-2024,19,142093.02
1257,4032,01-10-2024,48,94597.92
1258,2997,31-10-2024,85,8815.35
1259,3948,24-10-2024,84,259488.6
1260,1453,17-03-2024,51,169007.88
1261,1191,02-08-2024,10,50446.3
1262,2672,24-02-2024,50,21476.5
1263,1085,11-06-2024,99,90884.97
1264,4175,16-06-2024,20,112579
1265,3844,14-04-2024,55,369182.55
1266,11,19-12-2024,1,118.52
1267,2391,29-07-2024,96,395336.64
1268,4699,17-11-2024,47,24052.72
1269,1807,03-03-2024,12,34223.88
1270,2612,20-08-2024,87,835668.93
1271,4225,02-11-2024,14,54556.74
1272,2184,03-01-2025,89,13098.13
1273,4258,12-06-2024,36,8723.52
1274,2989,22-03-2024,87,689479.35
1275,1538,06-09-2024,41,16517.26
1276,2362,16-01-2025,72,32333.76
1277,312,17-05-2024,72,406640.16
1278,2394,18-03-2024,45,90551.25
1279,3376,19-01-2024,47,325739.61
1280,1649,04-10-2024,25,31923.75
1281,3085,08-03-2024,4,25463.84
1282,3538,01-05-2024,43,81073.49
1283,3320,08-09-2024,88,376251.92
1284,1326,02-12-2024,97,335823.7
1285,295,11-04-2024,11,71733.53
1286,4539,20-12-2024,35,25697
1287,2975,09-09-2024,18,7242.48
1288,1486,01-08-2024,62,16066.68
1289,2414,24-09-2024,24,10461.12
1290,4373,13-10-2024,63,72216.27
1291,4668,31-12-2024,95,634260.85
1292,47,02-12-2024,36,12814.2
1293,2206,27-09-2024,58,10879.64
1294,2493,26-02-2024,38,163349.08
1295,3578,29-11-2024,90,29148.3
1296,3958,17-05-2024,33,12819.51
1297,4940,03-02-2024,33,12117.27
1298,4966,12-05-2024,63,626903.55
1299,1947,20-05-2024,31,115576.99
1300,2924,20-12-2024,4,22518.32
1301,986,26-11-2024,53,29287.27
1302,3323,25-12-2024,55,62344.15
1303,632,17-04-2024,51,47736
1304,1944,17-06-2024,98,657963.18
1305,756,08-04-2024,45,16973.55
1306,2636,29-06-2024,67,407928.16
1307,4716,25-03-2024,82,107847.22
1308,4586,14-03-2024,51,4089.69
1309,4900,28-01-2024,9,54745.11
1310,2659,12-12-2024,3,1240.68
1311,4694,04-09-2024,38,240316.56
1312,4470,18-05-2024,68,80665.68
1313,1360,26-08-2024,96,50389.44
1314,1852,26-07-2024,49,23390.15
1315,1708,06-07-2024,65,47159.45
1316,4967,17-09-2024,95,14677.5
1317,4472,19-11-2024,6,1689.84
1318,3512,05-06-2024,56,377530.16
1319,4584,30-03-2024,41,107016.56
1320,391,20-01-2024,41,31678.65
1321,2135,19-05-2024,47,188299.39
1322,4926,08-12-2024,14,18802.98
1323,1843,05-12-2024,75,19007.25
1324,850,21-10-2024,78,23940.54
1325,3457,26-12-2024,30,49910.4
1326,4237,18-04-2024,59,28884.63
1327,1601,17-05-2024,45,65053.8
1328,4347,15-01-2025,58,21226.26
1329,3074,08-02-2024,10,696.8
1330,2430,29-09-2024,72,61362
1331,1342,21-05-2024,13,36319.66
1332,4647,09-12-2024,71,62746.96
1333,2498,24-05-2024,73,54336.09
1334,3840,20-04-2024,11,2911.92
1335,2391,06-04-2024,15,61771.35
1336,1916,26-03-2024,89,91488.44
1337,913,15-07-2024,35,106562.4
1338,3664,15-11-2024,11,72011.39
1339,36,06-06-2024,40,281021.2
1340,146,22-08-2024,80,49627.2
1341,4303,10-10-2024,14,105104.02
1342,2130,22-09-2024,44,2646.6
1343,2697,06-03-2024,80,689731.2
1344,2216,23-01-2024,57,276760.08
1345,612,03-01-2025,74,16247.44
1346,3150,07-07-2024,45,36017.1
1347,1583,22-01-2024,61,26378.84
1348,4523,15-06-2024,92,95055.32
1349,1161,24-05-2024,87,30093.3
1350,3008,25-03-2024,13,37387.09
1351,3684,10-04-2024,60,347273.4
1352,3846,20-07-2024,24,105124.8
1353,804,17-06-2024,32,64436.8
1354,1023,22-11-2024,51,454647.66
1355,905,28-08-2024,34,263422.48
1356,1147,14-08-2024,15,27080.85
1357,4201,30-08-2024,67,546720.67
1358,1251,06-04-2024,96,134558.4
1359,4654,21-09-2024,11,11929.17
1360,4558,03-04-2024,44,166955.8
1361,622,27-05-2024,96,959997.12
1362,78,29-04-2024,17,154800.64
1363,1980,25-08-2024,5,7485
1364,388,23-06-2024,78,57617.04
1365,3140,01-07-2024,27,69628.95
1366,3900,25-04-2024,50,384666
1367,3087,19-07-2024,51,163308.63
1368,2731,15-08-2024,66,170863.44
1369,4541,21-11-2024,88,426974.24
1370,3074,23-12-2024,75,5226
1371,1682,04-07-2024,30,35361.3
1372,100,01-05-2024,57,55102.47
1373,4146,05-11-2024,40,182074
1374,3162,30-12-2024,1,988.96
1375,139,19-03-2024,84,345645.72
1376,4182,01-08-2024,46,55681.16
1377,314,26-12-2024,12,17270.4
1378,1436,30-03-2024,66,172135.92
1379,3846,16-01-2025,19,83223.8
1380,1784,12-12-2024,70,57909.6
1381,1380,29-01-2024,60,413077.2
1382,877,25-12-2024,68,407237.72
1383,1715,25-10-2024,10,2667.9
1384,1143,04-06-2024,97,70671.29
1385,8,15-05-2024,55,61853.55
1386,4614,07-08-2024,94,654858.52
1387,2833,24-03-2024,71,17524.22
1388,3383,29-06-2024,19,17907.69
1389,4624,06-07-2024,8,12208.16
1390,4061,01-10-2024,25,171117
1391,4928,31-12-2024,66,7936.5
1392,1031,07-04-2024,91,471756.74
1393,4964,13-11-2024,18,46344.6
1394,4270,06-12-2024,82,131077.82
1395,3378,17-05-2024,6,1673.22
1396,4798,20-02-2024,94,232108.56
1397,3531,13-09-2024,69,70270.29
1398,4672,12-12-2024,99,452668.59
1399,1098,01-11-2024,21,4759.86
1400,350,18-05-2024,57,117830.4
1401,4285,23-07-2024,26,56935.32
1402,1252,18-11-2024,59,403722.84
1403,1602,30-08-2024,12,39775.68
1404,2685,11-07-2024,67,18439.07
1405,856,15-08-2024,10,5680.9
1406,4026,26-11-2024,52,93957.24
1407,4172,30-06-2024,72,23726.88
1408,1500,17-07-2024,89,341114.75
1409,4539,29-01-2024,8,5873.6
1410,102,11-11-2024,64,25317.12
1411,4091,08-05-2024,4,733.28
1412,3664,17-08-2024,97,635009.53
1413,564,13-04-2024,1,308.34
1414,2157,12-12-2024,38,10365.26
1415,4099,11-12-2024,6,4914.48
1416,4624,14-04-2024,28,42728.56
1417,4319,21-08-2024,47,94766.1
1418,3387,13-12-2024,65,12744.55
1419,142,08-03-2024,31,53337.98
1420,1087,13-09-2024,12,39760.56
1421,3251,19-11-2024,100,588817
1422,1846,24-02-2024,74,52360.18
1423,3169,30-11-2024,83,279138.96
1424,2267,20-08-2024,58,126057.78
1425,2752,21-08-2024,39,131106.3
1426,2460,15-10-2024,16,3928.32
1427,2086,14-12-2024,99,752255.46
1428,2455,26-06-2024,95,616395.15
1429,3595,16-06-2024,66,118796.04
1430,1988,22-12-2024,47,4660.52
1431,2120,05-02-2024,83,486656.39
1432,2978,24-09-2024,72,368904.24
1433,4350,19-03-2024,76,38418
1434,4471,17-12-2024,13,47915.92
1435,3023,28-06-2024,39,100905.09
1436,2472,02-07-2024,15,34941.45
1437,1692,18-10-2024,20,39712.6
1438,1353,23-03-2024,16,60271.04
1439,3554,19-03-2024,89,313965.3
1440,2981,02-07-2024,7,16084.11
1441,1323,01-04-2024,73,183938.83
1442,975,06-06-2024,66,190646.94
1443,904,10-05-2024,76,68194.04
1444,4027,03-08-2024,55,11738.65
1445,4042,13-04-2024,98,259400.12
1446,596,02-04-2024,42,9494.1
1447,1917,23-10-2024,13,8079.24
1448,2778,03-11-2024,61,16362.64
1449,609,05-11-2024,64,4209.92
1450,50,22-12-2024,23,40178.7
1451,4061,20-01-2024,27,184806.36
1452,4254,11-10-2024,21,134086.47
1453,2109,03-03-2024,94,133356.86
1454,1505,12-12-2024,57,157178.64
1455,4475,12-02-2024,22,84249.44
1456,3682,09-10-2024,98,296604.84
1457,2118,04-09-2024,66,523119.96
1458,1084,17-09-2024,64,60904.96
1459,4885,04-10-2024,17,13869.45
1460,2656,13-08-2024,18,89491.86
1461,2725,06-02-2024,27,7911.27
1462,3611,14-01-2025,89,688204.96
1463,3975,28-03-2024,74,186273.54
1464,3341,15-06-2024,52,99150.48
1465,1992,31-03-2024,69,18434.73
1466,3918,12-09-2024,17,33381.37
1467,1536,29-05-2024,52,136724.64
1468,94,01-06-2024,57,51172.89
