product_id,product_name,therapeutic_area_id,product_type,manufacturer,price,launch_date
1244,Nebulizer,5,Drug,MedLife,2037.75,12-05-2024
1245,Beta Blocker B,1,Drug,CardioWorks,2188.34,09-12-2024
1246,Insulin Pump,4,Drug,BioMed Industries,160.95,17-08-2024
1247,Orthopedic Brace,3,Device,TheraTech,2826.93,08-03-2024
1248,Diabetes Test Strips,4,Drug,MedTech Solutions,117.59,07-11-2024
1249,Glucagon Injection,4,Drug,OncoMed,434.76,25-07-2024
1250,Glucagon Injection,4,Drug,MedLife,459.91,11-08-2024
1251,Oncology Diagnostic Tool,2,Drug,MedLife,1401.65,10-03-2024
1252,Orthopedic Brace,3,Device,MedTech Solutions,6842.76,27-11-2024
1253,Tumor Marker Test,2,Drug,CardioWorks,2456.23,16-02-2024
1254,Glucagon Injection,4,Drug,BioMed Industries,398.49,02-05-2024
1255,Inhaler Device,5,Drug,HealthCorp,2023.84,22-04-2024
1256,Diabetes Test Strips,4,Drug,CardioWorks,310.44,25-03-2024
1257,Glucagon Injection,4,Drug,CardioWorks,188.67,24-11-2024
1258,Diabetes Test Strips,4,Drug,PureHealth,498.77,19-08-2024
1259,Oxygen Concentrator,5,Drug,CardioWorks,2575.9,19-07-2024
1260,Beta Blocker B,1,Drug,MedLife,1327.72,09-10-2024
1261,Diabetes Test Strips,4,Drug,OncoMed,364.31,26-06-2024
1262,Heart Valve Implant,1,Drug,TheraTech,619.23,11-11-2024
1263,Radiation Therapy Kit,2,Drug,PharmaPro,1580.4,11-02-2024
1264,COPD Treatment Kit,5,Drug,BioMed Industries,1125.68,07-02-2024
1265,COPD Treatment Kit,5,Drug,MedTech Solutions,1844.75,21-02-2024
1266,Insulin Pump,4,Drug,RespiraCare,318.03,24-01-2024
1267,Oncology Diagnostic Tool,2,Drug,MedTech Solutions,2741.19,14-01-2025
1268,Angioplasty Device,1,Drug,OncoMed,1442.27,14-01-2025
1269,Cancer Drug X,2,Drug,OncoMed,963.34,26-07-2024
1270,Asthma Medication,5,Drug,HealthCorp,475.08,22-09-2024
1271,Heart Valve Implant,1,Drug,CardioWorks,160.43,11-04-2024
1272,Insulin Pump,4,Drug,MedTech Solutions,321.67,14-08-2024
1273,Bone Graft,3,Device,TheraTech,5984.49,26-10-2024
1274,Orthopedic Brace,3,Device,MedLife,7615.95,15-09-2024
1275,Nebulizer,5,Drug,HealthCorp,827.89,19-11-2024
1276,Tumor Marker Test,2,Drug,MedLife,8052.18,07-07-2024
1277,Heart Medication A,1,Drug,CardioWorks,4208.44,01-11-2024
1278,Heart Valve Implant,1,Drug,RespiraCare,4654.7,18-01-2024
1279,Cardiac Stent,1,Drug,PureHealth,2457.52,24-12-2024
1280,Radiation Therapy Kit,2,Drug,CardioWorks,6527.87,06-02-2024
1281,Spinal Fusion Device,3,Device,HealthCorp,4724.82,19-12-2024
1282,Oncology Diagnostic Tool,2,Drug,HealthCorp,6834.42,15-01-2025
1283,Knee Prosthesis,3,Device,HealthCorp,1187.2,20-12-2024
1284,Beta Blocker B,1,Drug,OncoMed,1132.29,08-07-2024
1285,Angioplasty Device,1,Drug,PharmaPro,2204.92,19-10-2024
1286,Oxygen Concentrator,5,Drug,OncoMed,1038.2,25-01-2024
1287,Nebulizer,5,Drug,PharmaPro,151.95,29-02-2024
1288,Spinal Fusion Device,3,Device,PureHealth,3047.19,23-12-2024
1289,Insulin Pen,4,Drug,MedLife,405.36,11-01-2025
1290,Angioplasty Device,1,Drug,TheraTech,4484.92,08-01-2025
1291,Cardiac Stent,1,Drug,BioMed Industries,1343.5,19-05-2024
1292,Cancer Drug X,2,Drug,MedLife,7778.81,04-03-2024
1293,Heart Valve Implant,1,Drug,MedTech Solutions,2645.49,06-02-2024
1294,Angioplasty Device,1,Drug,RespiraCare,1774.46,03-12-2024
1295,Insulin Pen,4,Drug,CardioWorks,265.9,30-06-2024
1296,Insulin Pump,4,Drug,RespiraCare,219.27,21-11-2024
1297,Spinal Fusion Device,3,Device,OncoMed,5855.64,05-05-2024
1298,Orthopedic Brace,3,Device,MedTech Solutions,1541.71,16-01-2025
1299,Cancer Drug X,2,Drug,MedLife,202.44,24-07-2024
1300,Oxygen Concentrator,5,Drug,RespiraCare,1196.68,18-02-2024
1301,Radiation Therapy Kit,2,Drug,BioMed Industries,2854.45,20-10-2024
1302,Diabetes Test Strips,4,Drug,HealthCorp,97.01,18-05-2024
1303,Knee Prosthesis,3,Device,CardioWorks,7946.11,05-08-2024
1304,Bone Graft,3,Device,MedTech Solutions,6934.14,29-02-2024
1305,Knee Prosthesis,3,Device,HealthCorp,434.87,04-09-2024
1306,Hip Replacement Implant,3,Device,TheraTech,6247.91,11-01-2025
1307,Spinal Fusion Device,3,Device,RespiraCare,7355.33,24-02-2024
1308,Cardiac Stent,1,Drug,MedTech Solutions,2274.79,13-01-2025
1309,Beta Blocker B,1,Drug,PureHealth,372.14,12-04-2024
1310,Oxygen Concentrator,5,Drug,MedTech Solutions,152.14,30-01-2024
1311,Bone Graft,3,Device,MedTech Solutions,3910.55,27-07-2024
1312,Hip Replacement Implant,3,Device,HealthCorp,5298.23,16-12-2024
1313,Cardiac Stent,1,Drug,PharmaPro,1046.11,15-02-2024
1314,Spinal Fusion Device,3,Device,PharmaPro,7275.09,25-11-2024
1315,Asthma Medication,5,Drug,CardioWorks,2885.3,25-04-2024
1316,Heart Medication A,1,Drug,PureHealth,3179.23,04-04-2024
1317,Orthopedic Brace,3,Device,MedTech Solutions,2099.92,27-02-2024
1318,Orthopedic Brace,3,Device,TheraTech,5340.01,22-09-2024
1319,Insulin Pump,4,Drug,MedLife,282.21,27-04-2024
1320,Hip Replacement Implant,3,Device,PharmaPro,6053.72,02-09-2024
1321,Glucagon Injection,4,Drug,MedTech Solutions,300.15,29-05-2024
1322,Radiation Therapy Kit,2,Drug,HealthCorp,4342.63,05-08-2024
1323,Angioplasty Device,1,Drug,BioMed Industries,2519.71,10-07-2024
1324,Chemotherapy Machine,2,Drug,BioMed Industries,1167.36,16-12-2024
1325,Inhaler Device,5,Drug,HealthCorp,966.65,10-05-2024
1326,Beta Blocker B,1,Drug,TheraTech,3462.1,29-11-2024
1327,Oncology Diagnostic Tool,2,Drug,PharmaPro,1528.2,03-06-2024
1328,Nebulizer,5,Drug,RespiraCare,888.81,24-06-2024
1329,Heart Valve Implant,1,Drug,PureHealth,1340.62,13-09-2024
1330,Oxygen Concentrator,5,Drug,RespiraCare,2522.81,18-08-2024
1331,Oncology Diagnostic Tool,2,Drug,PharmaPro,3926.8,27-05-2024
1332,Asthma Medication,5,Drug,MedTech Solutions,631.93,08-06-2024
1333,Oncology Diagnostic Tool,2,Drug,OncoMed,8157.16,22-07-2024
1334,Knee Prosthesis,3,Device,OncoMed,4425.42,29-02-2024
1335,Diabetes Test Strips,4,Drug,HealthCorp,172.41,22-07-2024
1336,Hip Replacement Implant,3,Device,MedTech Solutions,6305.24,11-03-2024
1337,Oxygen Concentrator,5,Drug,HealthCorp,2048.48,05-01-2025
1338,Nebulizer,5,Drug,MedLife,159.8,01-01-2025
1339,Heart Valve Implant,1,Drug,PureHealth,2775,10-06-2024
1340,Spinal Fusion Device,3,Device,PharmaPro,5470.11,14-06-2024
1341,Glucagon Injection,4,Drug,MedLife,372.1,07-08-2024
1342,Inhaler Device,5,Drug,CardioWorks,2793.82,05-04-2024
1343,Bone Graft,3,Device,RespiraCare,6088.63,30-04-2024
1344,Oxygen Concentrator,5,Drug,RespiraCare,2466.72,24-03-2024
1345,COPD Treatment Kit,5,Drug,MedLife,2963.44,31-03-2024
1346,COPD Treatment Kit,5,Drug,HealthCorp,981.67,31-05-2024
1347,Insulin Pump,4,Drug,CardioWorks,197.37,28-04-2024
1348,Diabetes Test Strips,4,Drug,PharmaPro,190.56,12-11-2024
1349,Angioplasty Device,1,Drug,PureHealth,3697.94,04-06-2024
1350,Chemotherapy Machine,2,Drug,HealthCorp,5685.52,30-01-2024
1351,Glucagon Injection,4,Drug,TheraTech,308.42,24-05-2024
1352,Cardiac Stent,1,Drug,OncoMed,2274.51,19-02-2024
1353,Knee Prosthesis,3,Device,BioMed Industries,3766.94,03-11-2024
1354,Asthma Medication,5,Drug,TheraTech,2106.53,02-11-2024
1355,Oxygen Concentrator,5,Drug,TheraTech,367.81,27-02-2024
1356,Heart Medication A,1,Drug,MedLife,2635.48,24-09-2024
1357,Heart Valve Implant,1,Drug,OncoMed,1712.16,19-07-2024
1358,Heart Valve Implant,1,Drug,PureHealth,3788.95,10-04-2024
1359,Nebulizer,5,Drug,PharmaPro,1831.97,06-02-2024
1360,Cardiac Stent,1,Drug,MedLife,524.89,20-07-2024
1361,Bone Graft,3,Device,OncoMed,824.63,28-04-2024
1362,Oncology Diagnostic Tool,2,Drug,PureHealth,5334.02,29-07-2024
1363,Insulin Pump,4,Drug,MedTech Solutions,63.09,11-04-2024
1364,Insulin Pump,4,Drug,MedTech Solutions,270.9,30-04-2024
1365,Radiation Therapy Kit,2,Drug,PharmaPro,644.14,21-05-2024
1366,Hip Replacement Implant,3,Device,CardioWorks,4897.82,01-09-2024
1367,Chemotherapy Machine,2,Drug,OncoMed,4886.53,22-12-2024
1368,Diabetes Test Strips,4,Drug,MedTech Solutions,427.79,29-05-2024
1369,Diabetes Test Strips,4,Drug,OncoMed,303.5,15-04-2024
1370,Glucagon Injection,4,Drug,PureHealth,118.26,25-05-2024
1371,Hip Replacement Implant,3,Device,OncoMed,4064.3,02-06-2024
1372,Diabetes Test Strips,4,Drug,RespiraCare,315.11,18-02-2024
1373,Orthopedic Brace,3,Device,HealthCorp,1961.13,21-03-2024
1374,Knee Prosthesis,3,Device,HealthCorp,2272.2,04-06-2024
1375,Knee Prosthesis,3,Device,RespiraCare,6356.68,28-12-2024
1376,Cancer Drug X,2,Drug,PureHealth,6040.38,18-11-2024
1377,Diabetes Test Strips,4,Drug,MedTech Solutions,173.4,12-10-2024
1378,Bone Graft,3,Device,MedTech Solutions,4412.85,28-03-2024
1379,Orthopedic Brace,3,Device,RespiraCare,7110.27,28-10-2024
1380,Tumor Marker Test,2,Drug,RespiraCare,6884.62,03-01-2025
1381,Bone Graft,3,Device,RespiraCare,2549.61,26-01-2024
1382,Beta Blocker B,1,Drug,OncoMed,418.9,16-12-2024
1383,Inhaler Device,5,Drug,BioMed Industries,1526.74,18-09-2024
1384,Radiation Therapy Kit,2,Drug,BioMed Industries,9316.62,02-05-2024
1385,Heart Medication A,1,Drug,MedLife,1927.68,12-09-2024
1386,Hip Replacement Implant,3,Device,MedTech Solutions,4366.6,22-07-2024
1387,Glucagon Injection,4,Drug,PureHealth,291.6,21-09-2024
1388,Glucose Monitor,4,Drug,RespiraCare,480.07,02-12-2024
1389,Beta Blocker B,1,Drug,MedTech Solutions,2792.15,03-10-2024
1390,Cancer Drug X,2,Drug,MedLife,9872.24,14-01-2025
1391,Glucagon Injection,4,Drug,MedTech Solutions,349.99,01-08-2024
1392,Knee Prosthesis,3,Device,OncoMed,7870.35,04-09-2024
1393,COPD Treatment Kit,5,Drug,PureHealth,2146.46,16-02-2024
1394,Heart Valve Implant,1,Drug,BioMed Industries,4884.72,20-03-2024
1395,Diabetes Test Strips,4,Drug,HealthCorp,242.02,11-09-2024
1396,Spinal Fusion Device,3,Device,PharmaPro,3814.82,17-10-2024
1397,Inhaler Device,5,Drug,BioMed Industries,2499.05,05-01-2025
1398,Tumor Marker Test,2,Drug,MedLife,1793.98,02-04-2024
1399,COPD Treatment Kit,5,Drug,MedLife,2086.39,03-10-2024
1400,Hip Replacement Implant,3,Device,PharmaPro,1051.73,15-05-2024
1401,Nebulizer,5,Drug,BioMed Industries,1212.02,04-08-2024
1402,Radiation Therapy Kit,2,Drug,BioMed Industries,7035.27,18-09-2024
1403,Orthopedic Brace,3,Device,HealthCorp,4507.97,09-04-2024
1404,Oncology Diagnostic Tool,2,Drug,MedLife,8379.29,15-05-2024
1405,Orthopedic Brace,3,Device,TheraTech,4392.72,03-02-2024
1406,Radiation Therapy Kit,2,Drug,CardioWorks,6599.18,04-07-2024
1407,Cancer Drug X,2,Drug,TheraTech,7697.84,18-12-2024
1408,Chemotherapy Machine,2,Drug,PharmaPro,6858.86,07-01-2025
1409,Bone Graft,3,Device,OncoMed,1906.36,08-01-2025
1410,Glucose Monitor,4,Drug,MedTech Solutions,278.4,12-09-2024
1411,Insulin Pump,4,Drug,MedLife,402.16,16-08-2024
1412,Glucose Monitor,4,Drug,BioMed Industries,156.89,18-12-2024
1413,Orthopedic Brace,3,Device,PureHealth,2715.22,20-04-2024
1414,Spinal Fusion Device,3,Device,RespiraCare,2589.4,12-10-2024
1415,Beta Blocker B,1,Drug,HealthCorp,3668.57,05-01-2025
1416,Spinal Fusion Device,3,Device,MedLife,6604.71,24-08-2024
1417,Cardiac Stent,1,Drug,HealthCorp,2146.29,05-08-2024
1418,Insulin Pen,4,Drug,HealthCorp,306.9,24-06-2024
1419,Oncology Diagnostic Tool,2,Drug,HealthCorp,9416.5,03-06-2024
1420,Oxygen Concentrator,5,Drug,BioMed Industries,1274.99,17-10-2024
1421,Tumor Marker Test,2,Drug,PharmaPro,7684.22,27-04-2024
1422,COPD Treatment Kit,5,Drug,MedLife,1320.53,26-06-2024
1423,Glucagon Injection,4,Drug,HealthCorp,135.61,25-12-2024
1424,Heart Medication A,1,Drug,MedLife,156.77,04-04-2024
1425,Knee Prosthesis,3,Device,MedTech Solutions,4774.93,27-11-2024
1426,Knee Prosthesis,3,Device,TheraTech,5977.2,23-11-2024
1427,Spinal Fusion Device,3,Device,OncoMed,7037.84,15-12-2024
1428,Cardiac Stent,1,Drug,PureHealth,1065.35,18-05-2024
1429,Asthma Medication,5,Drug,MedTech Solutions,2729.61,10-07-2024
1430,Spinal Fusion Device,3,Device,PharmaPro,2364.61,06-09-2024
1431,Heart Medication A,1,Drug,MedLife,2802.38,08-12-2024
1432,Oxygen Concentrator,5,Drug,HealthCorp,792.84,03-05-2024
1433,Nebulizer,5,Drug,RespiraCare,1789.84,09-08-2024
1434,Cardiac Stent,1,Drug,RespiraCare,1458.75,03-07-2024
1435,Diabetes Test Strips,4,Drug,RespiraCare,209.34,26-01-2024
1436,Beta Blocker B,1,Drug,MedLife,2608.12,13-04-2024
1437,Nebulizer,5,Drug,RespiraCare,1386.81,12-06-2024
1438,Spinal Fusion Device,3,Device,HealthCorp,7487.23,20-06-2024
1439,Tumor Marker Test,2,Drug,MedLife,9905.01,09-11-2024
1440,Orthopedic Brace,3,Device,RespiraCare,6891.68,21-02-2024
1441,COPD Treatment Kit,5,Drug,MedLife,593.98,12-05-2024
1442,Orthopedic Brace,3,Device,MedTech Solutions,4469.62,06-04-2024
1443,Oncology Diagnostic Tool,2,Drug,BioMed Industries,2898,29-01-2024
1444,Heart Medication A,1,Drug,PharmaPro,2117.47,02-05-2024
1445,COPD Treatment Kit,5,Drug,MedTech Solutions,2547.53,25-04-2024
1446,Asthma Medication,5,Drug,PharmaPro,1351.46,29-06-2024
1447,Oxygen Concentrator,5,Drug,TheraTech,1723.04,18-08-2024
1448,Spinal Fusion Device,3,Device,MedTech Solutions,3146.94,14-11-2024
1449,Inhaler Device,5,Drug,OncoMed,899.72,05-11-2024
1450,Oncology Diagnostic Tool,2,Drug,BioMed Industries,1381.37,04-05-2024
1451,Bone Graft,3,Device,TheraTech,4906.74,16-10-2024
1452,Beta Blocker B,1,Drug,BioMed Industries,2591.77,29-02-2024
1453,Hip Replacement Implant,3,Device,CardioWorks,3313.88,18-03-2024
1454,Beta Blocker B,1,Drug,BioMed Industries,3332.52,20-11-2024
1455,Heart Valve Implant,1,Drug,PharmaPro,4556.78,04-05-2024
1456,Knee Prosthesis,3,Device,MedTech Solutions,7314.44,12-05-2024
1457,Asthma Medication,5,Drug,MedTech Solutions,1411.33,10-01-2025
1458,COPD Treatment Kit,5,Drug,TheraTech,744.43,23-02-2024
1459,Chemotherapy Machine,2,Drug,CardioWorks,7677.55,08-01-2025
1460,Chemotherapy Machine,2,Drug,HealthCorp,7180.22,08-02-2024
1461,Bone Graft,3,Device,RespiraCare,1368.83,16-05-2024
1462,Cancer Drug X,2,Drug,OncoMed,9221.45,11-11-2024
1463,Tumor Marker Test,2,Drug,CardioWorks,8429.53,16-01-2025
1464,Tumor Marker Test,2,Drug,PureHealth,2240.97,28-08-2024
1465,Spinal Fusion Device,3,Device,BioMed Industries,2669.03,12-05-2024
1466,Spinal Fusion Device,3,Device,PureHealth,3445.12,21-03-2024
1467,Oncology Diagnostic Tool,2,Drug,RespiraCare,1452.03,04-10-2024
1468,Radiation Therapy Kit,2,Drug,OncoMed,5172.4,27-05-2024
1469,Radiation Therapy Kit,2,Drug,BioMed Industries,847.63,18-03-2024
1470,Cancer Drug X,2,Drug,HealthCorp,3506,27-10-2024
1471,Diabetes Test Strips,4,Drug,HealthCorp,253.65,06-01-2025
1472,Angioplasty Device,1,Drug,MedTech Solutions,4919.96,04-08-2024
1473,Diabetes Test Strips,4,Drug,HealthCorp,159.39,14-10-2024
1474,Insulin Pen,4,Drug,RespiraCare,116.26,01-03-2024
1475,Oxygen Concentrator,5,Drug,OncoMed,1104.22,10-08-2024
1476,Glucose Monitor,4,Drug,RespiraCare,483.94,09-01-2025
1477,Chemotherapy Machine,2,Drug,MedTech Solutions,2539.91,14-07-2024
1478,Asthma Medication,5,Drug,MedTech Solutions,2590.69,20-10-2024
1479,Tumor Marker Test,2,Drug,OncoMed,3103.05,05-10-2024
1480,Heart Valve Implant,1,Drug,OncoMed,2673.35,31-01-2024
1481,Orthopedic Brace,3,Device,PharmaPro,4949.28,30-04-2024
1482,Heart Valve Implant,1,Drug,TheraTech,258.5,22-05-2024
1483,Inhaler Device,5,Drug,CardioWorks,1340.67,16-01-2025
1484,Cancer Drug X,2,Drug,MedTech Solutions,4786.5,31-03-2024
1485,Orthopedic Brace,3,Device,RespiraCare,3647.55,23-04-2024
1486,Glucagon Injection,4,Drug,TheraTech,259.14,13-05-2024
1487,Heart Valve Implant,1,Drug,PureHealth,923.74,21-07-2024
1488,Angioplasty Device,1,Drug,CardioWorks,3080.62,11-01-2025
1489,Insulin Pump,4,Drug,PharmaPro,483.61,27-07-2024
1490,Asthma Medication,5,Drug,PharmaPro,1762.57,04-02-2024
1491,Oncology Diagnostic Tool,2,Drug,OncoMed,4718.59,07-01-2025
1492,COPD Treatment Kit,5,Drug,TheraTech,386.85,04-06-2024
1493,Tumor Marker Test,2,Drug,RespiraCare,3310.08,15-06-2024
1494,Glucose Monitor,4,Drug,HealthCorp,319.77,10-08-2024
1495,Hip Replacement Implant,3,Device,PharmaPro,3701.31,10-05-2024
1496,Orthopedic Brace,3,Device,RespiraCare,7611.43,29-04-2024
1497,Radiation Therapy Kit,2,Drug,MedTech Solutions,7127.97,23-09-2024
1498,Hip Replacement Implant,3,Device,TheraTech,1682.88,12-03-2024
1499,Cardiac Stent,1,Drug,RespiraCare,4792.59,25-10-2024
1500,Beta Blocker B,1,Drug,BioMed Industries,3832.75,03-03-2024
1501,Nebulizer,5,Drug,OncoMed,503.43,26-09-2024
1502,Inhaler Device,5,Drug,TheraTech,2903.33,02-07-2024
1503,Asthma Medication,5,Drug,RespiraCare,1096.19,15-07-2024
1504,Diabetes Test Strips,4,Drug,MedTech Solutions,289.31,10-02-2024
1505,Radiation Therapy Kit,2,Drug,HealthCorp,2757.52,22-01-2024
1506,Hip Replacement Implant,3,Device,RespiraCare,4388.53,17-12-2024
1507,Knee Prosthesis,3,Device,MedLife,2542.3,01-02-2024
1508,Glucagon Injection,4,Drug,RespiraCare,356.71,17-02-2024
1509,Cardiac Stent,1,Drug,PureHealth,190.29,18-10-2024
1510,Heart Valve Implant,1,Drug,OncoMed,3181.24,14-08-2024
1511,Cardiac Stent,1,Drug,MedTech Solutions,3386.59,13-01-2025
1512,Heart Valve Implant,1,Drug,PharmaPro,347.58,14-12-2024
1513,Knee Prosthesis,3,Device,OncoMed,7050.31,18-01-2024
1514,COPD Treatment Kit,5,Drug,BioMed Industries,427.71,20-01-2024
1515,Bone Graft,3,Device,PureHealth,412.76,14-03-2024
1516,Orthopedic Brace,3,Device,PharmaPro,2207.22,28-02-2024
1517,Radiation Therapy Kit,2,Drug,TheraTech,8485.85,26-03-2024
1518,Oncology Diagnostic Tool,2,Drug,CardioWorks,3534.88,24-12-2024
1519,Glucose Monitor,4,Drug,OncoMed,211.84,22-09-2024
1520,Beta Blocker B,1,Drug,PharmaPro,2433.82,22-06-2024
1521,Oncology Diagnostic Tool,2,Drug,MedTech Solutions,9197.25,16-01-2025
1522,Insulin Pen,4,Drug,OncoMed,226.58,15-01-2025
1523,Asthma Medication,5,Drug,RespiraCare,996.33,25-12-2024
1524,Oxygen Concentrator,5,Drug,MedLife,402.03,19-04-2024
1525,Diabetes Test Strips,4,Drug,OncoMed,433.65,10-04-2024
1526,Radiation Therapy Kit,2,Drug,MedLife,558.66,14-06-2024
1527,Radiation Therapy Kit,2,Drug,OncoMed,7793.8,15-05-2024
1528,Knee Prosthesis,3,Device,RespiraCare,6394.55,16-12-2024
1529,Nebulizer,5,Drug,CardioWorks,2509.78,06-06-2024
1530,Insulin Pump,4,Drug,CardioWorks,249.53,29-07-2024
1531,Orthopedic Brace,3,Device,PureHealth,5676.02,28-02-2024
1532,Heart Valve Implant,1,Drug,BioMed Industries,2900.34,18-07-2024
1533,Hip Replacement Implant,3,Device,RespiraCare,5960.51,04-05-2024
1534,Angioplasty Device,1,Drug,MedTech Solutions,1252.56,20-12-2024
1535,Cancer Drug X,2,Drug,MedLife,9549.44,12-05-2024
1536,Angioplasty Device,1,Drug,PureHealth,2629.32,16-06-2024
1537,Beta Blocker B,1,Drug,HealthCorp,1029.67,16-09-2024
1538,Insulin Pump,4,Drug,OncoMed,402.86,04-10-2024
1539,Chemotherapy Machine,2,Drug,BioMed Industries,2488.58,30-08-2024
1540,Inhaler Device,5,Drug,MedLife,1795.07,09-10-2024
1541,COPD Treatment Kit,5,Drug,PharmaPro,2478.08,02-05-2024
1542,Cancer Drug X,2,Drug,TheraTech,1966.23,10-01-2025
1543,Cardiac Stent,1,Drug,MedLife,4160.61,22-04-2024
1544,Knee Prosthesis,3,Device,HealthCorp,5910.15,22-09-2024
1545,Knee Prosthesis,3,Device,MedLife,500.53,17-05-2024
1546,Knee Prosthesis,3,Device,TheraTech,1234.27,04-10-2024
1547,Insulin Pump,4,Drug,TheraTech,231.63,14-10-2024
1548,Cardiac Stent,1,Drug,MedTech Solutions,3483.04,23-11-2024
1549,Knee Prosthesis,3,Device,CardioWorks,6795.71,07-09-2024
1550,Oncology Diagnostic Tool,2,Drug,MedLife,1516.03,04-09-2024
1551,Cardiac Stent,1,Drug,MedLife,384.76,08-08-2024
1552,Hip Replacement Implant,3,Device,PharmaPro,6695.35,26-04-2024
1553,Nebulizer,5,Drug,OncoMed,645.38,12-09-2024
1554,Insulin Pen,4,Drug,PharmaPro,492.14,12-08-2024
1555,Cardiac Stent,1,Drug,PureHealth,2826.02,26-07-2024
1556,Oxygen Concentrator,5,Drug,RespiraCare,1169.02,30-05-2024
1557,Cancer Drug X,2,Drug,PureHealth,1869.3,03-08-2024
1558,Nebulizer,5,Drug,BioMed Industries,1994.27,19-04-2024
1559,Beta Blocker B,1,Drug,OncoMed,4549.08,05-09-2024
1560,Hip Replacement Implant,3,Device,HealthCorp,7438.94,15-07-2024
1561,Cardiac Stent,1,Drug,CardioWorks,1355.57,12-12-2024
1562,Beta Blocker B,1,Drug,PharmaPro,2062.27,14-06-2024
1563,Insulin Pen,4,Drug,PureHealth,443.75,01-07-2024
1564,Knee Prosthesis,3,Device,OncoMed,1555.54,05-11-2024
1565,Bone Graft,3,Device,TheraTech,1113.14,15-08-2024
1566,Oxygen Concentrator,5,Drug,HealthCorp,714.57,18-01-2024
1567,Tumor Marker Test,2,Drug,CardioWorks,2603.15,26-05-2024
1568,Angioplasty Device,1,Drug,BioMed Industries,994.13,27-02-2024
1569,Nebulizer,5,Drug,PharmaPro,1847.49,21-08-2024
1570,Orthopedic Brace,3,Device,HealthCorp,3412.37,09-02-2024
1571,Cancer Drug X,2,Drug,MedTech Solutions,8440.79,20-10-2024
1572,Cardiac Stent,1,Drug,BioMed Industries,3275.68,29-05-2024
1573,Spinal Fusion Device,3,Device,PureHealth,7914.71,28-04-2024
1574,Radiation Therapy Kit,2,Drug,OncoMed,8390.68,05-03-2024
1575,Diabetes Test Strips,4,Drug,CardioWorks,411.79,02-09-2024
1576,Insulin Pump,4,Drug,OncoMed,341.98,27-04-2024
1577,Hip Replacement Implant,3,Device,CardioWorks,2539.22,14-04-2024
1578,Inhaler Device,5,Drug,RespiraCare,2325.19,29-06-2024
1579,Chemotherapy Machine,2,Drug,RespiraCare,3372.86,27-11-2024
1580,Glucose Monitor,4,Drug,RespiraCare,130.87,23-09-2024
1581,Heart Medication A,1,Drug,HealthCorp,2249.74,20-11-2024
1582,Insulin Pump,4,Drug,MedTech Solutions,449.75,04-04-2024
1583,Diabetes Test Strips,4,Drug,MedTech Solutions,432.44,10-09-2024
1584,Nebulizer,5,Drug,MedTech Solutions,1707.92,14-05-2024
1585,COPD Treatment Kit,5,Drug,HealthCorp,1591.02,18-01-2024
1586,Insulin Pen,4,Drug,BioMed Industries,407.26,13-06-2024
1587,Angioplasty Device,1,Drug,TheraTech,4547.47,23-04-2024
1588,Asthma Medication,5,Drug,MedTech Solutions,369.54,13-03-2024
1589,Spinal Fusion Device,3,Device,TheraTech,5499.17,20-04-2024
1590,Oncology Diagnostic Tool,2,Drug,CardioWorks,7472.2,04-08-2024
1591,Tumor Marker Test,2,Drug,MedTech Solutions,4942.77,30-10-2024
1592,Insulin Pen,4,Drug,OncoMed,143.55,25-03-2024
1593,Glucose Monitor,4,Drug,MedTech Solutions,356.98,27-09-2024
1594,Radiation Therapy Kit,2,Drug,MedTech Solutions,4376.56,06-01-2025
1595,Diabetes Test Strips,4,Drug,HealthCorp,89.6,21-12-2024
1596,Hip Replacement Implant,3,Device,CardioWorks,2608.85,31-03-2024
1597,Inhaler Device,5,Drug,CardioWorks,945.23,08-04-2024
1598,Heart Medication A,1,Drug,RespiraCare,2898.78,29-05-2024
1599,Asthma Medication,5,Drug,PureHealth,2815.15,27-01-2024
1600,Glucagon Injection,4,Drug,MedTech Solutions,189.97,15-12-2024
1601,Knee Prosthesis,3,Device,BioMed Industries,1445.64,11-01-2025
1602,Spinal Fusion Device,3,Device,RespiraCare,3314.64,11-07-2024
1603,Asthma Medication,5,Drug,PharmaPro,886.38,20-12-2024
1604,Insulin Pump,4,Drug,MedLife,341.4,28-07-2024
1605,Chemotherapy Machine,2,Drug,BioMed Industries,6323.21,11-07-2024
1606,Insulin Pen,4,Drug,BioMed Industries,66.79,28-05-2024
1607,Heart Valve Implant,1,Drug,MedTech Solutions,1128.44,14-11-2024
1608,Angioplasty Device,1,Drug,TheraTech,1060.93,29-02-2024
1609,Tumor Marker Test,2,Drug,PharmaPro,9599.07,22-04-2024
1610,Cardiac Stent,1,Drug,BioMed Industries,1663.98,27-05-2024
1611,Beta Blocker B,1,Drug,BioMed Industries,4408.51,29-02-2024
1612,Insulin Pump,4,Drug,OncoMed,483.41,14-09-2024
1613,Asthma Medication,5,Drug,BioMed Industries,1826.35,12-07-2024
1614,Glucose Monitor,4,Drug,BioMed Industries,331.39,09-05-2024
1615,Cancer Drug X,2,Drug,BioMed Industries,1407.32,29-07-2024
1616,Spinal Fusion Device,3,Device,RespiraCare,3717.16,20-03-2024
1617,Orthopedic Brace,3,Device,BioMed Industries,5853.57,09-02-2024
1618,Heart Medication A,1,Drug,CardioWorks,821.6,15-03-2024
1619,Oxygen Concentrator,5,Drug,OncoMed,2241.67,26-09-2024
